text,sentiment,positive_score,negative_score,positive_fuzzy_Low,positive_fuzzy_Medium,positive_fuzzy_High,negative_fuzzy_Low,negative_fuzzy_Medium,negative_fuzzy_High,fuzzy_output,defuzzified_value,final_sentiment
at amp t is complete fail,0,0.0,0.467,0.0,0.0,0.0,0.0,0.5462241794900481,0.453775820509952,0.0,1.6700066800267177,Negativo
oh snap you work at at amp t don t you,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
i really do not want at amp t phone service they suck when it comes to having a signal,0,0.0,0.239,0.0,0.0,0.0,0.0,0.8792164600347834,0.1207835399652167,0.0,1.6700066800267186,Negativo
i say we just cut out the small talk at amp t s new slogan fk you give us your money apologies to bob geldof,0,0.0,0.091,0.0,0.0,0.0,0.41778423317858193,0.5822157668214181,0.0,0.0,1.6700066800267188,Negativo
pissed about at amp t s mid contract upgrade price for the iphone it s more i m not going to pay for something i thought was,0,0.053,0.171,0.6609073006424708,0.3390926993575292,0.0,0.0,0.978529947214792,0.02147005278520797,0.0,3.7195077023662733,Neutral
safari is fast even on my shitty at amp t tethering,0,0.0,0.286,0.0,0.0,0.0,0.0,0.8105733144838949,0.1894266855161051,0.0,1.6700066800267208,Negativo
what is at amp t fucking up,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks,0,0.123,0.366,0.21304901847214916,0.7869509815278508,0.0,0.0,0.6937339178015317,0.30626608219846835,0.0,5.123424903645231,Neutral
yay glad you got the phone still damn you at amp t,0,0.374,0.158,0.0,0.6820499781332954,0.3179500218667047,0.0,0.9975163491756761,0.0024836508243239264,0.6820499781332954,4.591622828211618,Neutral
talk is cheap bing that i ll stick with google,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
wtf is the point of deleting tweets if they can still be found in summize and searche is twitter please fix that thanks and bye,0,0.168,0.123,0.0,0.9829114245903807,0.017088575409619344,0.21304901847214916,0.7869509815278508,0.0,0.2879088956809211,5.2048774220061755,Neutral
i love google translator too d good day mate,1,0.587,0.0,0.0,0.3709650844665033,0.6290349155334968,0.0,0.0,0.0,0.0,6.37846109356769,Neutral
reading on my new kindle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
my kindle came and i love it,1,0.457,0.0,0.0,0.5608291040753435,0.4391708959246566,0.0,0.0,0.0,0.0,5.836671673676078,Neutral
loving my new kindle named her kendra in case u were wondering the cookbook is the tool cuz it tells u all the tricks best gift evr,1,0.328,0.045,0.0,0.7492326312256542,0.25076736877434586,0.712091104319079,0.28790889568092104,0.0,0.28790889568092104,5.055114114612963,Neutral
the real aig scandal,0,0.0,0.492,0.0,0.0,0.0,0.0,0.5097118680268096,0.49028813197319043,0.0,1.6700066800267201,Negativo
obama is quite a good comedian check out his dinner speech on cnn very funny jokes,1,0.512,0.0,0.0,0.4805020188562188,0.5194979811437813,0.0,0.0,0.0,0.0,5.909901751363655,Neutral
barack obama shows his funny side gt gt great speech,1,0.651,0.0,0.0,0.2774935671206126,0.7225064328793874,0.0,0.0,0.0,0.0,6.84405208603519,Positivo
i like this guy barack obama shows his funny side gt gt,1,0.578,0.0,0.0,0.3841095165932692,0.6158904834067309,0.0,0.0,0.0,0.0,6.3174133950645315,Neutral
obama s speech was pretty awesome last night,1,0.593,0.0,0.0,0.36220212971532606,0.637797870284674,0.0,0.0,0.0,0.0,6.4198277614162444,Neutral
reading bill clinton fail obama win,1,0.336,0.31,0.0,0.7375486915574179,0.2624513084425822,0.0,0.7755214954791859,0.22447850452081408,0.22447850452081408,4.957079789918509,Neutral
obama more popular than u s among arabs survey president barack obama s popularity in leading arab countries,1,0.323,0.0,0.0,0.7565350935183021,0.24346490648169813,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
obama s got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,1,0.326,0.0,0.0,0.7521536161427133,0.24784638385728675,0.0,0.0,0.0,0.0,5.836671673676087,Neutral
lebron james got in a car accident i guess just heard it on evening news wow i cannot believe it will he be ok,0,0.221,0.114,0.0,0.9055053242883151,0.09449467571168499,0.27063079760833336,0.7293692023916667,0.0,0.6845833741746344,5.199964974136244,Neutral
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,1,0.167,0.0,0.0,0.9843719170489102,0.015628082951089802,0.0,0.0,0.0,0.0,5.8366716736760775,Neutral
no lebron is the best,1,0.447,0.234,0.0,0.575434028660639,0.42456597133936114,0.0,0.8865189223274311,0.11348107767256903,0.575434028660639,4.528668511749845,Neutral
lebron is cool i like his personality he has good character,1,0.524,0.0,0.0,0.4629761093538643,0.5370238906461358,0.0,0.0,0.0,0.0,5.978450025320017,Neutral
watching lebron highlights damn that niggas good,1,0.242,0.425,0.0,0.8748349826591948,0.12516501734080532,0.0,0.6075648627482888,0.39243513725171125,0.0,5.312911429646204,Neutral
lebron is murdering shit,1,0.0,0.798,0.0,0.0,0.0,0.0,0.06280117571677014,0.9371988242832299,0.0,1.6700066800267188,Negativo
lebron is a monsta and he is only smh the world ain t ready,1,0.169,0.155,0.0,0.9814509321318512,0.018549067868148885,0.008313803765716431,0.9916861962342836,0.0,0.08957165643406441,4.996567745960203,Neutral
when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players,1,0.307,0.0,0.0,0.7799029728547747,0.22009702714522547,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
kobe is good bt lebron has my vote,1,0.293,0.0,0.0,0.8003498672741883,0.19965013272581186,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
kobe is the best in the world not lebron,0,0.344,0.0,0.0,0.7258647518891816,0.2741352481108184,0.0,0.0,0.0,0.0,5.836671673676082,Neutral
world cup access damn that s a good look,1,0.274,0.255,0.0,0.8280992239862495,0.17190077601375067,0.0,0.8558485806983107,0.14415141930168937,0.14415141930168937,4.974308110408436,Neutral
just bought my tickets for the fifa world cup in south africa it is going to be a great summer,1,0.186,0.0,0.0,0.9566225603368491,0.04337743966315106,0.0,0.0,0.0,0.0,5.8366716736760775,Neutral
i have to go to booz allen hamilton for a hr meeting but then i get to go home,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
the great indian tamasha truly will unfold from may the result day for indian general election,1,0.333,0.0,0.0,0.7419301689330066,0.25806983106699355,0.0,0.0,0.0,0.0,5.836671673676077,Neutral
i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday,1,0.212,0.092,0.0,0.9186497564150811,0.0813502435849191,0.4113862577190059,0.5886137422809942,0.0,0.5886137422809942,5.367700680618433,Neutral
such an awesome idea the continual learning program with a kindle,1,0.313,0.0,0.0,0.7711400181035974,0.22885998189640272,0.0,0.0,0.0,0.0,5.836671673676074,Neutral
oh what model are you getting i have the d and love love love love it,1,0.627,0.0,0.0,0.3125453861253216,0.6874546138746784,0.0,0.0,0.0,0.0,6.663582205747022,Neutral
the times of india the wonder that is india s election,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
good video from google on using search options,1,0.293,0.0,0.0,0.8003498672741883,0.19965013272581186,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
lol ah my skin is itchy damn lawnmowing,0,0.222,0.381,0.0,0.9040448318297856,0.09595516817021453,0.0,0.6718265309235886,0.3281734690764115,0.0,5.263308521700554,Neutral
itchy back do not ya hate it,0,0.297,0.208,0.0,0.7945078974400701,0.20549210255993003,0.0,0.9244917262491992,0.07550827375080094,0.569419815902266,4.85184414396564,Neutral
stanford charity fashion show a top draw,1,0.535,0.0,0.0,0.4469106923100393,0.5530893076899608,0.0,0.0,0.0,0.0,6.043514596455087,Neutral
stanford university s facebook profile is one of the most popular official university pages,1,0.205,0.0,0.0,0.9288732036247878,0.07112679637521231,0.0,0.0,0.0,0.0,5.836671673676078,Neutral
lyx is cool,1,0.535,0.0,0.0,0.4469106923100393,0.5530893076899608,0.0,0.0,0.0,0.0,6.043514596455087,Neutral
so dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,1,0.293,0.0,0.0,0.8003498672741883,0.19965013272581186,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
rt american idol fashion adam lambert tones down danny gokey cute,1,0.231,0.0,0.0,0.8909003997030197,0.1090996002969804,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
i love you danny gokey,1,0.583,0.0,0.0,0.37680705430062145,0.6231929456993786,0.0,0.0,0.0,0.0,6.351178312087261,Neutral
so tired i didn t sleep well at all last night,0,0.171,0.26,0.0,0.978529947214792,0.02147005278520797,0.0,0.848546118405663,0.15145388159433706,0.0,5.137818023145746,Neutral
boarding plane for san francisco in hour hr flight blech,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
bonjour san francisco my back hurts from last night,0,0.0,0.279,0.0,0.0,0.0,0.0,0.8207967616936017,0.17920323830639837,0.0,1.6700066800267208,Negativo
with my best girl for a few more hours in san francisco mfamily is wonderful,1,0.397,0.0,0.0,0.6484586515871159,0.35154134841288415,0.0,0.0,0.0,0.0,5.836671673676084,Neutral
f up big or go home aig,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
went to see the star trek movie last night very satisfying,1,0.248,0.0,0.0,0.8660720279080175,0.13392797209198257,0.0,0.0,0.0,0.0,5.8366716736760855,Neutral
i can t wait going to see star trek tonight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
star trek was as good as everyone said,1,0.293,0.0,0.0,0.8003498672741883,0.19965013272581186,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
am loving new malcolm gladwell book outliers,1,0.394,0.0,0.0,0.6528401289627046,0.3471598710372955,0.0,0.0,0.0,0.0,5.836671673676081,Neutral
i highly recommend malcolm gladwell s the tipping point my next audiobook will probably be one of his as well,1,0.234,0.0,0.0,0.8865189223274311,0.11348107767256903,0.0,0.0,0.0,0.0,5.836671673676078,Neutral
malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot,0,0.07,0.229,0.5521417178296784,0.44785828217032164,0.0,0.0,0.8938213846200788,0.10617861537992132,0.0,4.200986475465423,Neutral
hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cannot read his shit,0,0.135,0.38,0.13627331295723683,0.8637266870427631,0.0,0.0,0.6732870233821181,0.32671297661788196,0.0,5.22629869390981,Neutral
rt great article by malcolm gladwell,1,0.451,0.0,0.0,0.5695920588265208,0.4304079411734793,0.0,0.0,0.0,0.0,5.836671673676067,Neutral
i seriously underestimated malcolm gladwell i want to meet this dude,1,0.117,0.342,0.25143687122960523,0.7485631287703948,0.0,0.0,0.7287857368062407,0.2712142631937594,0.0,5.0324099704025596,Neutral
i hate comcast right now everything is down cable internet amp phone ughh what am i to do,0,0.0,0.198,0.0,0.0,0.0,0.0,0.9390966508344946,0.06090334916550556,0.0,1.6700066800267213,Negativo
comcast sucks,0,0.0,0.714,0.0,0.0,0.0,0.0,0.18548254223325164,0.8145174577667483,0.0,1.6700066800267213,Negativo
the day i never have to deal with comcast again will rank as one of the best days of my life,0,0.181,0.0,0.0,0.9639250226294966,0.03607497737050335,0.0,0.0,0.0,0.0,5.836671673676078,Neutral
did comcast fail again,0,0.0,0.538,0.0,0.0,0.0,0.0,0.4425292149344507,0.5574707850655494,0.0,1.670006680026718,Negativo
curses the twitter api limit,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
now i can see why dave winer screams about lack of twitter api it is limitations and access throttles,0,0.0,0.22,0.0,0.0,0.0,0.0,0.9069658167468447,0.09303418325315543,0.0,1.6700066800267204,Negativo
arg twitter api is making me crazy,0,0.0,0.286,0.0,0.0,0.0,0.0,0.8105733144838949,0.1894266855161051,0.0,1.6700066800267208,Negativo
i m really loving the new search site wolfram alpha makes google seem so quaint,1,0.259,0.0,0.0,0.8500066108641926,0.14999338913580754,0.0,0.0,0.0,0.0,5.836671673676084,Neutral
wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,0,0.0,0.227,0.0,0.0,0.0,0.0,0.8967423695371379,0.10325763046286224,0.0,1.6700066800267195,Negativo
off to the nike factory,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
new nike muppet commercials are pretty cute why do we live together again,1,0.36,0.0,0.0,0.702496872552709,0.29750312744729107,0.0,0.0,0.0,0.0,5.836671673676084,Neutral
oh those are awesome i so wish they weren t owned by nike,0,0.458,0.0,0.0,0.559368611616814,0.4406313883831861,0.0,0.0,0.0,0.0,5.836671673676079,Neutral
awesome seeing the show friday at the shoreline amphitheatre never seen nin before can t wait,1,0.227,0.0,0.0,0.8967423695371379,0.10325763046286224,0.0,0.0,0.0,0.0,5.836671673676076,Neutral
arhh it s weka bug and i spent almost two hours to find that out crappy me,0,0.0,0.205,0.0,0.0,0.0,0.0,0.9288732036247878,0.07112679637521231,0.0,1.6700066800267195,Negativo
hey bud np i do so love my d although i d love a d mkii more,1,0.587,0.0,0.0,0.3709650844665033,0.6290349155334968,0.0,0.0,0.0,0.0,6.37846109356769,Neutral
just got us a d for the office d,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
just picked up my new canon d it s beautiful prepare for some seriously awesome photography,1,0.386,0.082,0.0,0.6645240686309409,0.3354759313690592,0.4753660123147661,0.524633987685234,0.0,0.524633987685234,5.216173948810308,Neutral
just got my new toy canon d love love love it,1,0.643,0.0,0.0,0.28917750678884896,0.7108224932111511,0.0,0.0,0.0,0.0,6.78321385346055,Positivo
learning about lambda calculus,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
i m moving to east palo alto,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
atebit is i just finished watching your stanford iphone class session i really appreciate it you rock,1,0.176,0.0,0.0,0.9712274849221445,0.02877251507785564,0.0,0.0,0.0,0.0,5.836671673676083,Neutral
hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,1,0.225,0.0,0.0,0.899663354454197,0.10033664554580315,0.0,0.0,0.0,0.0,5.836671673676085,Neutral
lakers tonight let s go,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
will the lakers kick the nuggets ass tonight,1,0.0,0.333,0.0,0.0,0.0,0.0,0.7419301689330066,0.25806983106699355,0.0,1.6700066800267213,Negativo
oh north korea is in trouble,0,0.0,0.351,0.0,0.0,0.0,0.0,0.7156413046794748,0.2843586953205252,0.0,1.6700066800267195,Negativo
wat the heck is north korea doing they just conducted powerful nuclear tests follow the link,0,0.157,0.0,0.0,0.9989768416342056,0.0010231583657943845,0.0,0.0,0.0,0.0,5.836671673676082,Neutral
listening to obama friggin north korea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
i just realized we three monkeys in the white obama biden pelosi sarah palin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
pelosi should stay in china and never come back,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this,0,0.125,0.319,0.20025306755299713,0.7997469324470029,0.0,0.0,0.7623770633524202,0.23762293664757997,0.0,5.052316656262238,Neutral
ugh the amount of times the ise stupid insects have bitten me grr,0,0.0,0.36,0.0,0.0,0.0,0.0,0.702496872552709,0.29750312744729107,0.0,1.67000668002672,Negativo
prettiest insects ever pink katydids,1,0.481,0.0,0.0,0.5257772850706346,0.4742227149293655,0.0,0.0,0.0,0.0,5.836671673676083,Neutral
just got barraged by a horde of insects hungry for my kitchen light so scary,0,0.0,0.24,0.0,0.0,0.0,0.0,0.8777559675762538,0.12224403242374624,0.0,1.670006680026719,Negativo
just had mcdonalds for dinner d it was god big mac meal,1,0.174,0.0,0.0,0.9741484698392036,0.025851530160796554,0.0,0.0,0.0,0.0,5.836671673676083,Neutral
ahh yes lol ima tell my hubby to go get me sum mcdonalds,1,0.333,0.0,0.0,0.7419301689330066,0.25806983106699355,0.0,0.0,0.0,0.0,5.836671673676077,Neutral
stopped to have lunch at mcdonalds chicken nuggets yumy,1,0.0,0.192,0.0,0.0,0.0,0.0,0.9478596055856718,0.05214039441432831,0.0,1.6700066800267193,Negativo
could go for a lot of mcdonalds i mean a lot,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
my exam went good your prayers worked,1,0.326,0.0,0.0,0.7521536161427133,0.24784638385728675,0.0,0.0,0.0,0.0,5.836671673676087,Neutral
only one exam left and i am so happy for it d,1,0.345,0.0,0.0,0.7244042594306521,0.275595740569348,0.0,0.0,0.0,0.0,5.836671673676082,Neutral
math review im going to fail the exam,0,0.0,0.333,0.0,0.0,0.0,0.0,0.7419301689330066,0.25806983106699355,0.0,1.6700066800267213,Negativo
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,0,0.198,0.134,0.0,0.9390966508344946,0.06090334916550556,0.14267128841681287,0.8573287115831871,0.0,0.4094704294128655,5.092167131490772,Neutral
obviously not siding with cheney here,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
absolutely hilarious from,1,0.599,0.0,0.0,0.3534391749641488,0.6465608250358513,0.0,0.0,0.0,0.0,6.461712450865226,Neutral
i never did thank you for including me in your top twitter authors you rock amp i new wave d,1,0.095,0.112,0.3921923313402778,0.6078076686597222,0.0,0.2834267485274854,0.7165732514725146,0.0,0.0,4.8377532967101295,Neutral
rt awesome jquery reference book for coda webdesign,1,0.369,0.0,0.0,0.6893524404259431,0.310647559574057,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,1,0.238,0.085,0.0,0.8806769524933129,0.11932304750668715,0.456172085936038,0.543827914063962,0.0,0.543827914063962,5.39130146407375,Neutral
goodby silverstein s new site i enjoy it,1,0.39,0.0,0.0,0.6586820987968227,0.34131790120317734,0.0,0.0,0.0,0.0,5.836671673676078,Neutral
wow everyone at the google i o conference got free g s with a month of unlimited service,1,0.392,0.0,0.0,0.6557611138797637,0.34423888612023645,0.0,0.0,0.0,0.0,5.836671673676082,Neutral
dood i got a free google android phone at the i o conference the g,1,0.268,0.0,0.0,0.8368621787374266,0.1631378212625734,0.0,0.0,0.0,0.0,5.836671673676064,Neutral
the g is amazing btw a huge improvement over the g,1,0.645,0.0,0.0,0.2862565218717899,0.7137434781282102,0.0,0.0,0.0,0.0,6.7983625994724735,Positivo
html demos lots of great stuff to come yes i m excited io googleio,1,0.505,0.0,0.0,0.4907254660659256,0.5092745339340745,0.0,0.0,0.0,0.0,5.871103585041465,Neutral
yay happy place place place i love google,1,0.739,0.0,0.0,0.14897023077001312,0.8510297692299871,0.0,0.0,0.0,0.0,7.541778724812758,Positivo
googleio o d bringing d graphics to the browser very nice tbh funfun,1,0.256,0.0,0.0,0.8543880882397812,0.1456119117602189,0.0,0.0,0.0,0.0,5.836671673676069,Neutral
awesome viral marketing for funny people,1,0.636,0.0,0.0,0.29940095399855576,0.7005990460014443,0.0,0.0,0.0,0.0,6.730525091385791,Positivo
saw night at the museum out of sheer desperation who is funding the ise movies,0,0.0,0.176,0.0,0.0,0.0,0.0,0.9712274849221445,0.02877251507785564,0.0,1.6700066800267201,Negativo
night at the museum pretty furkin good,1,0.55,0.0,0.0,0.4250033054320962,0.5749966945679039,0.0,0.0,0.0,0.0,6.135596199639866,Neutral
watching night at the museum giggling,1,0.333,0.0,0.0,0.7419301689330066,0.25806983106699355,0.0,0.0,0.0,0.0,5.836671673676077,Neutral
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,0,0.107,0.0,0.31541662582536556,0.6845833741746344,0.0,0.0,0.0,0.0,0.0,5.836671673676076,Neutral
just watched night at the museum so stinkin cute,1,0.291,0.0,0.0,0.8032708521912474,0.19672914780875278,0.0,0.0,0.0,0.0,5.836671673676076,Neutral
so night at the museum was awesome much better than part next weekend we ll see up,1,0.318,0.0,0.0,0.7638375558109496,0.2361624441890504,0.0,0.0,0.0,0.0,5.836671673676081,Neutral
saw the new night at the museum and i loved it next is to go see up in d,1,0.196,0.0,0.0,0.9420176357515537,0.05798236424844647,0.0,0.0,0.0,0.0,5.83667167367608,Neutral
it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,0,0.0,0.217,0.0,0.0,0.0,0.0,0.9113472941224333,0.08865270587756681,0.0,1.6700066800267193,Negativo
as u may have noticed not too happy about the gm situation nor aig lehman et al,0,0.0,0.167,0.0,0.0,0.0,0.0,0.9843719170489102,0.015628082951089802,0.0,1.6700066800267193,Negativo
gm good riddance sad though,0,0.322,0.344,0.0,0.7579955859768314,0.24200441402316858,0.0,0.7258647518891816,0.2741352481108184,0.0,5.048055072481574,Neutral
i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
having the old coca cola guy on the gm board is stupid has heck tcot ala,0,0.0,0.185,0.0,0.0,0.0,0.0,0.9580830527953785,0.04191694720462152,0.0,1.6700066800267208,Negativo
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,0,0.17,0.211,0.0,0.9799904396733217,0.02000956032667843,0.0,0.9201102488736106,0.07988975112638956,0.0,5.066472315474108,Neutral
give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,0,0.112,0.0,0.2834267485274854,0.7165732514725146,0.0,0.0,0.0,0.0,0.0,5.836671673676078,Neutral
the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,0,0.077,0.336,0.5073558896126462,0.4926441103873538,0.0,0.0,0.7375486915574179,0.2624513084425822,0.0,4.563474311406696,Neutral
i own a gm car and it is junk as far as quality compared to a honda,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
sad day bankrupt gm,0,0.0,0.77,0.0,0.0,0.0,0.0,0.1036949645555973,0.8963050354444027,0.0,1.670006680026718,Negativo
is upset about the whole gm thing life as i know it is so screwed up,0,0.0,0.341,0.0,0.0,0.0,0.0,0.7302462292647702,0.2697537707352299,0.0,1.6700066800267195,Negativo
whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,0,0.0,0.281,0.0,0.0,0.0,0.0,0.8178757767765427,0.18212422322345745,0.0,1.6700066800267186,Negativo
wftb joining a bit late my connection was down boo time warner,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
cox or time warner cox is cheaper and gets a b on dslreports tw is more expensive and gets a c,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
i am furious with time warner and their phone promotions,0,0.0,0.316,0.0,0.0,0.0,0.0,0.7667585407280086,0.23324145927199133,0.0,1.6700066800267228,Negativo
just got home from chick fil a with the boys damn my internets down stupid time warner,0,0.0,0.303,0.0,0.0,0.0,0.0,0.7857449426888928,0.2142550573111073,0.0,1.6700066800267204,Negativo
could time warner cable suck more no,0,0.0,0.519,0.0,0.0,0.0,0.0,0.470278571646512,0.5297214283534881,0.0,1.6700066800267213,Negativo
pissed at time warner for causin me to have slow internet problems,0,0.0,0.408,0.0,0.0,0.0,0.0,0.6323932345432911,0.367606765456709,0.0,1.6700066800267208,Negativo
um having some time warner problems,0,0.0,0.351,0.0,0.0,0.0,0.0,0.7156413046794748,0.2843586953205252,0.0,1.6700066800267195,Negativo
you guys see this why does time warner have to suck so much ass really wish i could get u verse at my apartment,0,0.104,0.233,0.33461055220409364,0.6653894477959064,0.0,0.0,0.8879794147859607,0.11202058521403949,0.0,4.699325316555054,Neutral
rt the upside to time warner unhelpful phone operators superslow on site service crap that s not an upside,0,0.0,0.133,0.0,0.0,0.0,0.14906926387638889,0.8509307361236111,0.0,0.0,1.6700066800267208,Negativo
rt new time warner slogan time warner where we make you long for the days before cable,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
confirmed it s time warner s fault not facebook s that fb is taking about minutes to load so tempted to switch to verizon,0,0.0,0.119,0.0,0.0,0.0,0.23864092031045328,0.7613590796895467,0.0,0.0,1.6700066800267221,Negativo
time warner epic fail,0,0.0,0.538,0.0,0.0,0.0,0.0,0.4425292149344507,0.5574707850655494,0.0,1.670006680026718,Negativo
i know how sad is that rt st day of hurricane season that s less scarey than govt taking over gm,0,0.0,0.245,0.0,0.0,0.0,0.0,0.8704535052836061,0.12954649471639396,0.0,1.6700066800267204,Negativo
gm files bankruptcy not a good sign,0,0.0,0.325,0.0,0.0,0.0,0.0,0.7536141086012429,0.24638589139875722,0.0,1.670006680026721,Negativo
yankees won mets lost it is a good day,1,0.475,0.165,0.0,0.5345402398218119,0.46545976017818824,0.0,0.9872929019659693,0.01270709803403072,0.5345402398218119,4.301029305021511,Neutral
my dentist appt today was actually quite enjoyable,1,0.313,0.0,0.0,0.7711400181035974,0.22885998189640272,0.0,0.0,0.0,0.0,5.836671673676074,Neutral
i hate the effing dentist,0,0.0,0.552,0.0,0.0,0.0,0.0,0.42208232051503713,0.577917679484963,0.0,1.6700066800267195,Negativo
i hate going to the dentist,0,0.0,0.481,0.0,0.0,0.0,0.0,0.5257772850706346,0.4742227149293655,0.0,1.6700066800267201,Negativo
i hate the dentist who invented them anyways,0,0.0,0.381,0.0,0.0,0.0,0.0,0.6718265309235886,0.3281734690764115,0.0,1.6700066800267197,Negativo
this dentist s office is cold,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
just applied at safeway ye,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
safeway place is a nightmare right now bumming,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
hate safeway select green tea icecream bought two cartons what a waste of money gt lt,0,0.102,0.316,0.34740650312324567,0.6525934968767543,0.0,0.0,0.7667585407280086,0.23324145927199133,0.0,4.841425774636463,Neutral
nike rocks i m super grateful for what i ve done with them amp the european division of nike is beyond,1,0.301,0.0,0.0,0.788665927605952,0.21133407239404822,0.0,0.0,0.0,0.0,5.8366716736760775,Neutral
have you tried nike v addictive,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Neutral
the nike training club beta iphone app looks very interesting,1,0.25,0.0,0.0,0.8631510429909585,0.13684895700904165,0.0,0.0,0.0,0.0,5.83667167367606,Neutral
arggh why won t my jquery appear in safari bad safari,0,0.243,0.23,0.0,0.8733744902006653,0.12662550979933487,0.0,0.8923608921615492,0.10763910783845086,0.10763910783845086,4.985639772661962,Neutral
i m ready to drop the pretenses i am forever in love with jquery and i want to marry it sorry ladies this nerd is jquery spokenfor js,1,0.253,0.177,0.0,0.8587695656153698,0.1412304343846303,0.0,0.9697669924636149,0.030233007536385182,0.48624613492777785,4.883667243691155,Neutral
super investors a great weekend read here from warren buffet oldie but a goodie,1,0.333,0.0,0.0,0.7419301689330066,0.25806983106699355,0.0,0.0,0.0,0.0,5.836671673676077,Neutral
reading michael palin book the python years great book i also recommend warren buffet amp nelson mandela s bio,1,0.306,0.0,0.0,0.781363465313304,0.21863653468669592,0.0,0.0,0.0,0.0,5.836671673676078,Neutral
